No.Manifiesto,CodCliente,NomCliente,FechDocumento,DocTotal,NumLinea,ItemCode,Dscription,Cantidad,Precio,Subtotal,SubTotal09,Peso,Ciudad,TipoCliente
40322202,C0968594650001,COORDINACION ZONAL 8-SALUD,22/11/2020 00:00,41.6,0,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,16,1.61,25.76,25.76,16,GUAYAQUIL,TPP
40322202,C0968594650001,COORDINACION ZONAL 8-SALUD,22/11/2020 00:00,41.6,1,201460005,Objetos cortopunzantes que han sido utilizados en la atención de seres humanos o animales,3.9,1.61,6.279,6.279,3.9,GUAYAQUIL,TPP
40322202,C0968594650001,COORDINACION ZONAL 8-SALUD,22/11/2020 00:00,41.6,2,201460002,Desechos anatomo-patológicos: órganos tejidos partes corporales que han sido extraídos mediante,2,2.55,5.1,5.1,2,GUAYAQUIL,TPP
40322297,C0968594650001,COORDINACION ZONAL 8-SALUD,23/11/2020 00:00,7.39,0,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,4.1,1.61,6.601,6.601,4.1,GUAYAQUIL,TPP
40322311,C0968594650001,COORDINACION ZONAL 8-SALUD,23/11/2020 00:00,40.9,0,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,18,1.61,28.98,28.98,18,GUAYAQUIL,TPP
40322311,C0968594650001,COORDINACION ZONAL 8-SALUD,23/11/2020 00:00,40.9,1,201460005,Objetos cortopunzantes que han sido utilizados en la atención de seres humanos o animales,1.2,1.61,1.932,1.932,1.2,GUAYAQUIL,TPP
40322311,C0968594650001,COORDINACION ZONAL 8-SALUD,23/11/2020 00:00,40.9,2,201460002,Desechos anatomo-patológicos: órganos tejidos partes corporales que han sido extraídos mediante,2.2,2.55,5.61,5.61,2.2,GUAYAQUIL,TPP
40322310,C0968594650001,COORDINACION ZONAL 8-SALUD,23/11/2020 00:00,50,0,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,26.3,1.61,42.343,42.343,26.3,GUAYAQUIL,TPP
40322310,C0968594650001,COORDINACION ZONAL 8-SALUD,23/11/2020 00:00,50,1,201460002,Desechos anatomo-patológicos: órganos tejidos partes corporales que han sido extraídos mediante,0.9,2.55,2.295,2.295,0.9,GUAYAQUIL,TPP
40322298,C0968594650001,COORDINACION ZONAL 8-SALUD,23/11/2020 00:00,19.48,0,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,10.8,1.61,17.388,17.388,10.8,GUAYAQUIL,TPP
40322668,C0968594650001,COORDINACION ZONAL 8-SALUD,24/11/2020 00:00,0,0,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,52.7,0,0,0,52.7,GUAYAQUIL,TPP
40322668,C0968594650001,COORDINACION ZONAL 8-SALUD,24/11/2020 00:00,0,1,201460005,Objetos cortopunzantes que han sido utilizados en la atención de seres humanos o animales,4.1,0,0,0,4.1,GUAYAQUIL,TPP
40322692,C0968594650001,COORDINACION ZONAL 8-SALUD,24/11/2020 00:00,70.08,0,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,27.4,1.61,44.114,44.114,27.4,GUAYAQUIL,TPP
40322692,C0968594650001,COORDINACION ZONAL 8-SALUD,24/11/2020 00:00,70.08,1,201460005,Objetos cortopunzantes que han sido utilizados en la atención de seres humanos o animales,6.4,1.61,10.304,10.304,6.4,GUAYAQUIL,TPP
40322692,C0968594650001,COORDINACION ZONAL 8-SALUD,24/11/2020 00:00,70.08,2,201460002,Desechos anatomo-patológicos: órganos tejidos partes corporales que han sido extraídos mediante,3.2,2.55,8.16,8.16,3.2,GUAYAQUIL,TPP
40322691,C0968594650001,COORDINACION ZONAL 8-SALUD,24/11/2020 00:00,31.37,0,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,17.4,1.61,28.014,28.014,17.4,GUAYAQUIL,TPP
40322930,C0968594650001,COORDINACION ZONAL 8-SALUD,25/11/2020 00:00,10.64,7,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,5.3,1.61,8.533,8.533,5.3,GUAYAQUIL,TPP
40322930,C0968594650001,COORDINACION ZONAL 8-SALUD,25/11/2020 00:00,10.64,8,201460005,Objetos cortopunzantes que han sido utilizados en la atención de seres humanos o animales,0.6,1.61,0.966,0.966,0.6,GUAYAQUIL,TPP
40322934,C0968594650001,COORDINACION ZONAL 8-SALUD,25/11/2020 00:00,2.89,0,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,1.6,1.61,2.576,2.576,1.6,GUAYAQUIL,TPP
40322946,C0968594650001,COORDINACION ZONAL 8-SALUD,25/11/2020 00:00,9.02,0,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,4.3,1.61,6.923,6.923,4.3,GUAYAQUIL,TPP
40322946,C0968594650001,COORDINACION ZONAL 8-SALUD,25/11/2020 00:00,9.02,1,201460005,Objetos cortopunzantes que han sido utilizados en la atención de seres humanos o animales,0.7,1.61,1.127,1.127,0.7,GUAYAQUIL,TPP
40322932,C0968594650001,COORDINACION ZONAL 8-SALUD,25/11/2020 00:00,5.77,0,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,3.2,1.61,5.152,5.152,3.2,GUAYAQUIL,TPP
40322933,C0968594650001,COORDINACION ZONAL 8-SALUD,25/11/2020 00:00,67.98,0,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,14.6,1.61,23.506,23.506,14.6,GUAYAQUIL,TPP
40322933,C0968594650001,COORDINACION ZONAL 8-SALUD,25/11/2020 00:00,67.98,1,201460005,Objetos cortopunzantes que han sido utilizados en la atención de seres humanos o animales,7.1,1.61,11.431,11.431,7.1,GUAYAQUIL,TPP
40322933,C0968594650001,COORDINACION ZONAL 8-SALUD,25/11/2020 00:00,67.98,2,201460003,Sangre sus derivados e insumos usados para procedimientos de análisis y administración,9.3,2.55,23.715,23.715,9.3,GUAYAQUIL,TPP
40322933,C0968594650001,COORDINACION ZONAL 8-SALUD,25/11/2020 00:00,67.98,3,201460002,Desechos anatomo-patológicos: órganos tejidos partes corporales que han sido extraídos mediante,0.8,2.55,2.04,2.04,0.8,GUAYAQUIL,TPP
40322931,C0968594650001,COORDINACION ZONAL 8-SALUD,25/11/2020 00:00,34.62,1,201460005,Objetos cortopunzantes que han sido utilizados en la atención de seres humanos o animales,0.8,1.61,1.288,1.288,0.8,GUAYAQUIL,TPP
40322931,C0968594650001,COORDINACION ZONAL 8-SALUD,25/11/2020 00:00,34.62,2,201460002,Desechos anatomo-patológicos: órganos tejidos partes corporales que han sido extraídos mediante,0.5,2.55,1.275,1.275,0.5,GUAYAQUIL,TPP
40322931,C0968594650001,COORDINACION ZONAL 8-SALUD,25/11/2020 00:00,34.62,0,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,17.6,1.61,28.336,28.336,17.6,GUAYAQUIL,TPP
40322945,C0968594650001,COORDINACION ZONAL 8-SALUD,25/11/2020 00:00,12.26,0,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,2.1,1.61,3.381,3.381,2.1,GUAYAQUIL,TPP
40322945,C0968594650001,COORDINACION ZONAL 8-SALUD,25/11/2020 00:00,12.26,1,201460005,Objetos cortopunzantes que han sido utilizados en la atención de seres humanos o animales,4.7,1.61,7.567,7.567,4.7,GUAYAQUIL,TPP
40323215,C0968594650001,COORDINACION ZONAL 8-SALUD,26/11/2020 00:00,5.05,0,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,1.8,1.61,2.898,2.898,1.8,GUAYAQUIL,TPP
40323208,C0968594650001,COORDINACION ZONAL 8-SALUD,26/11/2020 00:00,3.25,0,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,1.8,1.61,2.898,2.898,1.8,GUAYAQUIL,TPP
40323215,C0968594650001,COORDINACION ZONAL 8-SALUD,26/11/2020 00:00,5.05,1,201460005,Objetos cortopunzantes que han sido utilizados en la atención de seres humanos o animales,1,1.61,1.61,1.61,1,GUAYAQUIL,TPP
40323213,C0968594650001,COORDINACION ZONAL 8-SALUD,26/11/2020 00:00,4.5,0,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,1.3,1.61,2.093,2.093,1.3,GUAYAQUIL,TPP
40323213,C0968594650001,COORDINACION ZONAL 8-SALUD,26/11/2020 00:00,4.5,1,201460005,Objetos cortopunzantes que han sido utilizados en la atención de seres humanos o animales,1.2,1.61,1.932,1.932,1.2,GUAYAQUIL,TPP
40323206,C0968594650001,COORDINACION ZONAL 8-SALUD,26/11/2020 00:00,5.95,0,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,2.3,1.61,3.703,3.703,2.3,GUAYAQUIL,TPP
40323206,C0968594650001,COORDINACION ZONAL 8-SALUD,26/11/2020 00:00,5.95,1,201460005,Objetos cortopunzantes que han sido utilizados en la atención de seres humanos o animales,1,1.61,1.61,1.61,1,GUAYAQUIL,TPP
40323209,C0968594650001,COORDINACION ZONAL 8-SALUD,26/11/2020 00:00,1.09,0,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,0.6,1.61,0.966,0.966,0.6,GUAYAQUIL,TPP
40323210,C0968594650001,COORDINACION ZONAL 8-SALUD,26/11/2020 00:00,8.12,0,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,3.8,1.61,6.118,6.118,3.8,GUAYAQUIL,TPP
40323210,C0968594650001,COORDINACION ZONAL 8-SALUD,26/11/2020 00:00,8.12,1,201460005,Objetos cortopunzantes que han sido utilizados en la atención de seres humanos o animales,0.7,1.61,1.127,1.127,0.7,GUAYAQUIL,TPP
40323227,C0968594650001,COORDINACION ZONAL 8-SALUD,26/11/2020 00:00,95.24,0,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,37.2,1.61,59.892,59.892,37.2,GUAYAQUIL,TPP
40323227,C0968594650001,COORDINACION ZONAL 8-SALUD,26/11/2020 00:00,95.24,1,201460005,Objetos cortopunzantes que han sido utilizados en la atención de seres humanos o animales,9.6,1.61,15.456,15.456,9.6,GUAYAQUIL,TPP
40323227,C0968594650001,COORDINACION ZONAL 8-SALUD,26/11/2020 00:00,95.24,2,201460002,Desechos anatomo-patológicos: órganos tejidos partes corporales que han sido extraídos mediante,3.8,2.55,9.69,9.69,3.8,GUAYAQUIL,TPP
40323214,C0968594650001,COORDINACION ZONAL 8-SALUD,26/11/2020 00:00,3.43,0,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,1.9,1.61,3.059,3.059,1.9,GUAYAQUIL,TPP
40323212,C0968594650001,COORDINACION ZONAL 8-SALUD,26/11/2020 00:00,4.32,0,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,2.4,1.61,3.864,3.864,2.4,GUAYAQUIL,TPP
40323211,C0968594650001,COORDINACION ZONAL 8-SALUD,26/11/2020 00:00,0,0,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,69.7,0,0,0,69.7,GUAYAQUIL,TPP
40323211,C0968594650001,COORDINACION ZONAL 8-SALUD,26/11/2020 00:00,0,1,201460005,Objetos cortopunzantes que han sido utilizados en la atención de seres humanos o animales,8.5,0,0,0,8.5,GUAYAQUIL,TPP
40323228,C0968594650001,COORDINACION ZONAL 8-SALUD,26/11/2020 00:00,145.14,0,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,47.7,1.61,76.797,76.797,47.7,GUAYAQUIL,TPP
40323228,C0968594650001,COORDINACION ZONAL 8-SALUD,26/11/2020 00:00,145.14,1,201460005,Objetos cortopunzantes que han sido utilizados en la atención de seres humanos o animales,10.3,1.61,16.583,16.583,10.3,GUAYAQUIL,TPP
40323228,C0968594650001,COORDINACION ZONAL 8-SALUD,26/11/2020 00:00,145.14,2,201460002,Desechos anatomo-patológicos: órganos tejidos partes corporales que han sido extraídos mediante,3.2,2.55,8.16,8.16,3.2,GUAYAQUIL,TPP
40323149,C0968594650001,COORDINACION ZONAL 8-SALUD,26/11/2020 00:00,24.7,0,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,10.5,2.1,22.05,22.05,10.5,GUAYAQUIL,TPP
40323228,C0968594650001,COORDINACION ZONAL 8-SALUD,26/11/2020 00:00,145.14,3,201460003,Sangre sus derivados e insumos usados para procedimientos de análisis y administración,11,2.55,28.05,28.05,11,GUAYAQUIL,TPP
40323207,C0968594650001,COORDINACION ZONAL 8-SALUD,26/11/2020 00:00,6.85,0,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,3.8,1.61,6.118,6.118,3.8,GUAYAQUIL,TPP
40323507,C0968594650001,COORDINACION ZONAL 8-SALUD,27/11/2020 00:00,11.18,0,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,6.2,1.61,9.982,9.982,6.2,GUAYAQUIL,TPP
40323549,C0968594650001,COORDINACION ZONAL 8-SALUD,27/11/2020 00:00,3.96,0,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,2.2,1.61,3.542,3.542,2.2,GUAYAQUIL,TPP
40323569,C0968594650001,COORDINACION ZONAL 8-SALUD,27/11/2020 00:00,14.96,0,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,7.1,1.61,11.431,11.431,7.1,GUAYAQUIL,TPP
40323569,C0968594650001,COORDINACION ZONAL 8-SALUD,27/11/2020 00:00,14.96,1,201460005,Objetos cortopunzantes que han sido utilizados en la atención de seres humanos o animales,1.2,1.61,1.932,1.932,1.2,GUAYAQUIL,TPP
40323550,C0968594650001,COORDINACION ZONAL 8-SALUD,27/11/2020 00:00,27.94,0,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,14.3,1.61,23.023,23.023,14.3,GUAYAQUIL,TPP
40323550,C0968594650001,COORDINACION ZONAL 8-SALUD,27/11/2020 00:00,27.94,1,201460005,Objetos cortopunzantes que han sido utilizados en la atención de seres humanos o animales,1.2,1.61,1.932,1.932,1.2,GUAYAQUIL,TPP
40323745,C0968594650001,COORDINACION ZONAL 8-SALUD,28/11/2020 00:00,0,1,201460005,Objetos cortopunzantes que han sido utilizados en la atención de seres humanos o animales,6.7,0,0,0,6.7,GUAYAQUIL,TPP
40323745,C0968594650001,COORDINACION ZONAL 8-SALUD,28/11/2020 00:00,0,0,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,51.1,0,0,0,51.1,GUAYAQUIL,TPP
40323756,C0968594650001,COORDINACION ZONAL 8-SALUD,28/11/2020 00:00,73.2,0,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,26.9,1.61,43.309,43.309,26.9,GUAYAQUIL,TPP
40323756,C0968594650001,COORDINACION ZONAL 8-SALUD,28/11/2020 00:00,73.2,1,201460005,Objetos cortopunzantes que han sido utilizados en la atención de seres humanos o animales,3.4,1.61,5.474,5.474,3.4,GUAYAQUIL,TPP
40323756,C0968594650001,COORDINACION ZONAL 8-SALUD,28/11/2020 00:00,73.2,2,201460002,Desechos anatomo-patológicos: órganos tejidos partes corporales que han sido extraídos mediante,6.5,2.55,16.575,16.575,6.5,GUAYAQUIL,TPP
40323755,C0968594650001,COORDINACION ZONAL 8-SALUD,28/11/2020 00:00,87.27,0,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,25.2,1.61,40.572,40.572,25.2,GUAYAQUIL,TPP
40323755,C0968594650001,COORDINACION ZONAL 8-SALUD,28/11/2020 00:00,87.27,1,201460005,Objetos cortopunzantes que han sido utilizados en la atención de seres humanos o animales,3.4,1.61,5.474,5.474,3.4,GUAYAQUIL,TPP
40323755,C0968594650001,COORDINACION ZONAL 8-SALUD,28/11/2020 00:00,87.27,2,201460003,Sangre sus derivados e insumos usados para procedimientos de análisis y administración,12.5,2.55,31.875,31.875,12.5,GUAYAQUIL,TPP
40323802,C0968594650001,COORDINACION ZONAL 8-SALUD,29/11/2020 00:00,22.24,0,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,8.7,1.61,14.007,14.007,8.7,GUAYAQUIL,TPP
40323802,C0968594650001,COORDINACION ZONAL 8-SALUD,29/11/2020 00:00,22.24,1,201460005,Objetos cortopunzantes que han sido utilizados en la atención de seres humanos o animales,1.1,1.61,1.771,1.771,1.1,GUAYAQUIL,TPP
40323802,C0968594650001,COORDINACION ZONAL 8-SALUD,29/11/2020 00:00,22.24,2,201460002,Desechos anatomo-patológicos: órganos tejidos partes corporales que han sido extraídos mediante,1.6,2.55,4.08,4.08,1.6,GUAYAQUIL,TPP
40323936,C0968594650001,COORDINACION ZONAL 8-SALUD,30/11/2020 00:00,1.27,0,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,0.7,1.61,1.127,1.127,0.7,GUAYAQUIL,TPP
40323935,C0968594650001,COORDINACION ZONAL 8-SALUD,30/11/2020 00:00,11.72,1,201460005,Objetos cortopunzantes que han sido utilizados en la atención de seres humanos o animales,2.2,1.61,3.542,3.542,2.2,GUAYAQUIL,TPP
40323916,C0968594650001,COORDINACION ZONAL 8-SALUD,30/11/2020 00:00,40.54,0,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,14.1,1.61,22.701,22.701,14.1,GUAYAQUIL,TPP
40323916,C0968594650001,COORDINACION ZONAL 8-SALUD,30/11/2020 00:00,40.54,1,201460005,Objetos cortopunzantes que han sido utilizados en la atención de seres humanos o animales,1.1,1.61,1.771,1.771,1.1,GUAYAQUIL,TPP
40323916,C0968594650001,COORDINACION ZONAL 8-SALUD,30/11/2020 00:00,40.54,2,201460002,Desechos anatomo-patológicos: órganos tejidos partes corporales que han sido extraídos mediante,1.2,2.55,3.06,3.06,1.2,GUAYAQUIL,TPP
40323916,C0968594650001,COORDINACION ZONAL 8-SALUD,30/11/2020 00:00,40.54,3,201460003,Sangre sus derivados e insumos usados para procedimientos de análisis y administración,3.4,2.55,8.67,8.67,3.4,GUAYAQUIL,TPP
40323935,C0968594650001,COORDINACION ZONAL 8-SALUD,30/11/2020 00:00,11.72,0,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,4.3,1.61,6.923,6.923,4.3,GUAYAQUIL,TPP
40323915,C0968594650001,COORDINACION ZONAL 8-SALUD,30/11/2020 00:00,31.26,1,201460002,Desechos anatomo-patológicos: órganos tejidos partes corporales que han sido extraídos mediante,1.6,2.55,4.08,4.08,1.6,GUAYAQUIL,TPP
40323915,C0968594650001,COORDINACION ZONAL 8-SALUD,30/11/2020 00:00,31.26,0,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,14.8,1.61,23.828,23.828,14.8,GUAYAQUIL,TPP
40324151,C0968594650001,COORDINACION ZONAL 8-SALUD,1/12/2020 00:00,47.62,9,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,16.2,1.61,26.082,26.082,16.2,GUAYAQUIL,TPP
40324151,C0968594650001,COORDINACION ZONAL 8-SALUD,1/12/2020 00:00,47.62,10,201460005,Objetos cortopunzantes que han sido utilizados en la atención de seres humanos o animales,5.3,1.61,8.533,8.533,5.3,GUAYAQUIL,TPP
40324151,C0968594650001,COORDINACION ZONAL 8-SALUD,1/12/2020 00:00,47.62,11,201460002,Desechos anatomo-patológicos: órganos tejidos partes corporales que han sido extraídos mediante,3.1,2.55,7.905,7.905,3.1,GUAYAQUIL,TPP
40324181,C0968594650001,COORDINACION ZONAL 8-SALUD,1/12/2020 00:00,0,0,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,49.6,0,0,0,49.6,GUAYAQUIL,TPP
40324181,C0968594650001,COORDINACION ZONAL 8-SALUD,1/12/2020 00:00,0,1,201460005,Objetos cortopunzantes que han sido utilizados en la atención de seres humanos o animales,11.8,0,0,0,11.8,GUAYAQUIL,TPP
40324152,C0968594650001,COORDINACION ZONAL 8-SALUD,1/12/2020 00:00,32.93,9,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,16.2,1.61,26.082,26.082,16.2,GUAYAQUIL,TPP
